Date,Stock1,Stock2,Stock3,Stock4,Stock5,Stock6,Stock7,Stock8,Stock9,Stock10,Stock11,Stock12,Stock13,Stock14,Stock15,Stock16,Stock17,Stock18,Stock19,Stock20,Stock21,Stock22,Stock23,Stock24,Stock25,Stock26,Stock27,Stock28,Stock29,Stock30,Stock31,Stock32,Stock33,Stock34,Stock35,Stock36,Stock37,Stock38,Stock39,Stock40,Stock41,Stock42,Stock43,Stock44,Stock45,Stock46,Stock47,Stock48,Stock49,Stock50,Stock51,Stock52,Stock53,Stock54,Stock55,Stock56,Stock57,Stock58,Stock59,Stock60,Returns
2014-03-17,TNU SA,Gambro AB,Chubb PLC,Chilcott UK Ltd,Dentsu Aegis Network Ltd,Cable & Wireless Worldwide Ltd,AWG Parent Co Ltd,Fideuram - Intesa Sanpaolo Private Banki,Coca Cola Hellenic Bottling Co SA,Group 4 Falck A/S,Corus Group Ltd,George Wimpey Ltd,WH Smith PLC/Old,Banca Popolare di Lodi SpA,Alstom SA,Wella AG,Wanadoo SA,Northern Foods Ltd,Cattles Ltd,Aggregate Industries Holdings Ltd,Carlton Communications Ltd,Nobel Biocare Holding AG,Debenhams PLC/Old,Grupo Ferrovial SA,DEPFA Bank PLC,Celltech Group Ltd,Crucell NV,Banca Popolare Commercio e Industria SpA,Brush Holdings Ltd,G4S Holdings 102 UK Ltd,Orion OYJ/Old,Intercell AG,Arriva PLC,Vedior NV,TNS Group Holdings Ltd,Emporiki Bank SA,Vodafone-Panafon SA,OCE Holding BV,Business Objects SA,BKW Energie AG,Kone OYJ/Old,Metrovacesa SA/Old,Pirelli SpA,Parmalat Finanziaria SpA,Kidde PLC,Pilkington Group Ltd,Maxeda BV,Fabege AB/Old,Solvay France SA,Pearl Group Holdings No 1 Ltd,Viridian Group Ltd,Centrica Production Ltd,T-Online International AG,Xstrata Ltd,Cia Espanola de Petroleos SAU,Capitalia SpA,Associated British Ports Holdings Ltd,Brisa Auto-Estradas de Portugal SA,Grupo Dragados SA,Irish Bank Resolution Corp Ltd/Old,
2014-03-26,Corporate Express NV,Selfridges & Co Ltd,Omega Pharma NV,Koninklijke Volker Wessels Stevin NV,Benetton Group SpA,Equant NV,Epcos AG,Des Galeries Lafayette SA,Italgas Hellas SpA,Gates Worldwide Ltd,Luminar Group Holdings PLC,Rexel SA/Old,Prisa Television SAU,Rio Tinto France SAS,Getronics BV,Kelda Group Ltd,Euronext NV,Amadeus IT Group SA/Spain,Skandia Forsakrings AB,Merck Serono SA,Brit Insurance Holdings BV,La Fondiaria Assicurazioni SpA,HMV Group PLC,Synthes Inc,Tandberg AS,Banca Antonveneta SpA/Old,Telefonica Moviles SA/Spain,Capitalia SpA,Associated British Ports Holdings Ltd,British Land Fund Management Ltd,Brixton Ltd,Banca Popolare di Bergamo SpA,Brisa Auto-Estradas de Portugal SA,Bulgari SpA,RAC Group Ltd,Global Radio Ltd,Grupo Dragados SA,Finaxa,Jarvis PLC,Matalan Ltd,Irish Bank Resolution Corp Ltd/Old,Novar Ltd,Tullett Prebon Group Holdings PLC,Banco de Valencia SA,Union Fenosa SA,Technicolor SA,Laser Holdings Ltd,iSOFT Group UK Ltd,Nasdaq AB,SCOR SE,Bostads AB Drott,DEPFA Bank PLC.1,Ainax AB,Alleanza Toro SpA,eircom Group Ltd,Banca Popolare di Verona - S.Geminiano e,Safran UK Ltd,Synthes Inc.1,Allianz SpA,Imperial Chemical Industries Ltd,
2014-04-04,Ascential Group Ltd,Hypo Real Estate Holding GmbH,Zimmer Schweiz Holdings GmbH,UniCredit Bank Austria AG,Fastweb SpA,Synthes Inc,Banca Antonveneta SpA/Old,Telefonica Moviles SA/Spain,Capitalia SpA,Associated British Ports Holdings Ltd,Autoroutes du Sud de la France SA,Industriforvaltnings AB Kinnevik,Corporate Express NV,Laser Holdings Ltd,Grupo Dragados SA,iSOFT Group UK Ltd,Nasdaq AB,SCOR SE,Irish Bank Resolution Corp Ltd/Old,Bostads AB Drott,DEPFA Bank PLC.1,Brisa Auto-Estradas de Portugal SA,Banca Popolare di Bergamo SpA,Northumbrian Water Group Ltd,Somerfield Ltd,EMI Group Ltd,D/S 1912,International Power Ltd,Canary Wharf Group PLC,Brit Insurance Holdings BV,DuPont Nutrition Biosciences ApS,Gjensidige NOR ASA,BPB Ltd,Peninsular & Oriental Steam Navigation C,Allianz France SA,Evonik Degussa GmbH,Logica Ltd,Banca Nazionale del Lavoro SpA,Banco de Valencia SA,Edison SpA,Danone Baby and Medical Nutrition BV,Telent Ltd,Cosmote Mobile Telecommunications SA,Instrumentarium OYJ,SCOR Holding Switzerland AG,Tullett Prebon Group Holdings PLC,Alliance UniChem PLC,Gates Worldwide Ltd,eircom Group Ltd,Altana AG,Fadesa Inmobiliaria SA,RHM Ltd,Rodamco Europe NV/Netherlands,Hanson Ltd,Exel Ltd,Banco Pastor SA,Unibail-Rodamco SE,Granada Ltd,Boehler-Uddeholm AG,Charter International Ltd,
2014-04-15,Altana AG,G4S Holdings 102 UK Ltd,Italgas Hellas SpA,Fastweb SpA,Merck Serono SA,Orion OYJ/Old,Industriforvaltnings AB Kinnevik,Corporate Express NV,Rio Tinto France SAS,Laser Holdings Ltd,Kelda Group Ltd,Euronext NV,Skandia Forsakrings AB,iSOFT Group UK Ltd,Nasdaq AB,SCOR SE,Bostads AB Drott,DEPFA Bank PLC.1,UniCredit Bank Austria AG,Hypo Real Estate Holding GmbH,Northumbrian Water Group Ltd,Somerfield Ltd,Associated British Ports Holdings Ltd,Iberia Lineas Aereas de Espana SA Operad,Brit Insurance Holdings BV,Brisa Auto-Estradas de Portugal SA,DCC PLC,Duelguide Holdings Ltd,Tullett Prebon Group Holdings PLC,Grupo Dragados SA,Union Fenosa SA,Banco de Valencia SA,Irish Bank Resolution Corp Ltd/Old,Hibu plc,Vita Group UnLtd,Banca Popolare di Bergamo SpA,Telent Ltd,Gates Worldwide Ltd,Brush Holdings Ltd,Cosmote Mobile Telecommunications SA,Edison SpA,Dentsu Aegis Network Ltd,Ainax AB,Banca Lombarda e Piemontese SpA,Technicolor SA,Invik & Co AB,Chilcott UK Ltd,Stork BV/Old,Vedior NV,Boehler-Uddeholm AG,Fadesa Inmobiliaria SA,Thomson Reuters UK Ltd,Alleanza Toro SpA,Banca Popolare di Verona - S.Geminiano e,Banco Pastor SA,Allianz SpA,Imperial Chemical Industries Ltd,Chubb PLC,Charter International Ltd,Landmark Mortgages Ltd,
2014-04-24,Union Fenosa SA,Hypo Real Estate Holding GmbH,Landmark Mortgages Ltd,Alliance UniChem PLC,Klakki EHF,Cie Nationale a Portefeuille/Old,Tele Atlas Survey BV,Imperial Chemical Industries Ltd,Allianz SpA,EMI Group Ltd,D/S 1912,Autonomy Corp Ltd,International Power Ltd,Canary Wharf Group PLC,UniCredit Bank Austria AG,Northumbrian Water Group Ltd,DuPont Nutrition Biosciences ApS,Thomson Reuters UK Ltd,Solvay France SA.1,Gjensidige NOR ASA,First Choice Holidays PLC,Schwarz Pharma AG,Fastweb SpA,BPB Ltd,Peninsular & Oriental Steam Navigation C,LBI ehf,Petroplus Holdings AG,Glitnir HoldCo ehf,Kaupthing ehf,Evonik Degussa GmbH,Technicolor SA,Banca Popolare di Verona - S.Geminiano e,Kering Holland NV,Neuf Cegetel SA,Rolls-Royce Power Systems AG,Tullett Prebon Group Holdings PLC,Irish Bank Resolution Corp Ltd/Old,Banco de Valencia SA,Manitowoc Group UK Ltd,Celltech Group Ltd,Alapis Holding Industrial & Commercial S,Alliance & Leicester Ltd,T-Online International AG,Xstrata Ltd,Cia Espanola de Petroleos SAU,CEMEX Investments Ltd,Edison SpA,Gemalto NV,UniCredit Bank AG,Iberdrola Renovables SA,Prosafe Production Public Ltd,ISS World Services A/S,Orange Holding SA,Somerfield Ltd,Ciba Holding AG,Cosmote Mobile Telecommunications SA,Expro International Group Ltd,Telent Ltd,Alleanza Toro SpA,Babcock Southern Holdings Ltd,
2014-05-05,Iaws Group Ltd,Iberdrola Renovables SA,Imperial Chemical Industries Ltd,Allianz SpA,Celltech Group Ltd,Prosafe Production Public Ltd,SRH NV,EDF Energy Nuclear Generation Group Ltd,Dana Petroleum Ltd,T-Online International AG,Banca Popolare di Verona - S.Geminiano e,Thomson Reuters UK Ltd,Babcock Southern Holdings Ltd,Xstrata Ltd,Cia Espanola de Petroleos SAU,CEMEX Investments Ltd,APRR SA,ISS World Services A/S,Unibail-Rodamco SE,Neuf Cegetel SA,Rolls-Royce Power Systems AG,Alliance UniChem PLC,bwin Interactive Entertainment AG,Granada Ltd,Gemalto NV,Expro International Group Ltd,Technicolor SA,Inmobiliaria Colonial SA/Old,Sportingbet Ltd,BIP Industries Ltd,Terra Networks SA,Finastra Group Holdings Ltd,Alleanza Toro SpA,Synthes Inc.1,Grupo Ferrovial SA,Landmark Mortgages Ltd,Wanadoo SA,DEPFA Bank PLC.1,Wella AG,Alstom SA,UniCredit Bank AG,Intercell AG,Northern Foods Ltd,Banca Popolare di Lodi SpA,Associated British Ports Holdings Ltd,Alliance & Leicester Ltd,George Wimpey Ltd,BKW Energie AG,Corus Group Ltd,Arcelor SA,WH Smith PLC/Old,EMI Group Ltd,Invesco Ltd,Wellstream Holdings Ltd,Debenhams PLC/Old,Safran UK Ltd,Kering Holland NV,eircom Group Ltd,Nobel Biocare Holding AG,Orange Holding SA,
2014-05-14,Bostads AB Drott,SSL International PLC,Safran UK Ltd,Vodafone Portugal-Comunicacoes Pessoais,First Active PLC,Synthes Inc.1,Thomson Reuters UK Ltd,Danone Baby and Medical Nutrition BV,Banca Popolare di Verona - S.Geminiano e,EDF Energy Nuclear Generation Group Ltd,APRR SA,Sportingbet Ltd,Logica Ltd,Inmobiliaria Colonial SA/Old,Centros Comerciales Carrefour SA,Banca Nazionale del Lavoro SpA,Allianz SpA,eircom Group Ltd,Ainax AB,Industriforvaltnings AB Kinnevik,Unibail-Rodamco SE,Corporate Express NV,Laser Holdings Ltd,iSOFT Group UK Ltd,Instrumentarium OYJ,Celanese GmbH,Granada Ltd,Alleanza Toro SpA,Technicolor SA,Fresenius SE & Co KGaA,SCOR SE,AWG Parent Co Ltd,DEPFA Bank PLC.1,Nasdaq AB,Imperial Chemical Industries Ltd,bwin Interactive Entertainment AG,Evonik Degussa GmbH,Invesco Ltd,Canary Wharf Group PLC,International Power Ltd,D/S 1912,Vita Group UnLtd,EMI Group Ltd,Duelguide Holdings Ltd,Alliance UniChem PLC,Charter International Ltd,Wilson Bowden Ltd,Banca Italease SpA,Immoeast AG,Buderus AG,Alliance & Leicester Ltd,UniCredit Bank AG,Banco Pastor SA,DuPont Nutrition Biosciences ApS,RHM Ltd,Iberia Lineas Aereas de Espana SA Operad,Peninsular & Oriental Steam Navigation C,Landmark Mortgages Ltd,Royal P&O Nedlloyd NV,BPB Ltd,
2014-05-23,ISS World Services A/S,BIP Industries Ltd,Brit Insurance Holdings BV,Centrica Production Ltd,Crucell NV,Alliance UniChem PLC,EMI Group Ltd,D/S 1912,International Power Ltd,Canary Wharf Group PLC,Terra Networks SA,DuPont Nutrition Biosciences ApS,ArcelorMittal.1,BPB Ltd,Peninsular & Oriental Steam Navigation C,Evonik Degussa GmbH,Cable & Wireless Worldwide Ltd,Logica Ltd,Banca Nazionale del Lavoro SpA,Danone Baby and Medical Nutrition BV,Instrumentarium OYJ,Gjensidige NOR ASA,SCOR Holding Switzerland AG,Finastra Group Holdings Ltd,Cia Espanola de Petroleos SAU,WH Smith PLC/Old,Banca Popolare di Lodi SpA,Alstom SA,Wella AG,Wanadoo SA,Northern Foods Ltd,Cattles Ltd,Aggregate Industries Holdings Ltd,Carlton Communications Ltd,CEMEX Investments Ltd,TNU SA,Getronics BV,BKW Energie AG,Amadeus IT Group SA/Spain,Debenhams PLC/Old,Grupo Ferrovial SA,IFIL - Investments SpA,Celltech Group Ltd,T-Online International AG,Xstrata Ltd,Nobel Biocare Holding AG,Allianz France SA,Autoroutes du Sud de la France SA,Global PVQ SE,Hibu plc,Skandia Forsakrings AB,Union Fenosa SA,Banca Lombarda e Piemontese SpA,Safeway Ltd,Telent Ltd,Almanij NV,Ascential Group Ltd,Bradford & Bingley PLC,Euronext NV,Friends Life FPG Ltd,
2014-06-03,SIG Combibloc Group AG,Rolls-Royce Power Systems AG,Zimmer Schweiz Holdings GmbH,Expro International Group Ltd,Synthes Inc,Van der Moolen Holding NV,Banca Antonveneta SpA/Old,Telefonica Moviles SA/Spain,Capitalia SpA,Associated British Ports Holdings Ltd,Iaws Group Ltd,Brisa Auto-Estradas de Portugal SA,Ainax AB,Grupo Dragados SA,Babcock Southern Holdings Ltd,Dana Petroleum Ltd,Irish Bank Resolution Corp Ltd/Old,SRH NV,Banca Popolare di Bergamo SpA,DEPFA Bank PLC.1,eircom Group Ltd,Autoroutes du Sud de la France SA,Allianz France SA,Neuf Cegetel SA,EMI Group Ltd,Autonomy Corp Ltd,D/S 1912,International Power Ltd,Canary Wharf Group PLC,Tele Atlas Survey BV,DuPont Nutrition Biosciences ApS,Gjensidige NOR ASA,Cie Nationale a Portefeuille/Old,Gates Worldwide Ltd,BPB Ltd,Evonik Degussa GmbH,Fresenius SE & Co KGaA,Logica Ltd,Banca Nazionale del Lavoro SpA,Klakki EHF,Danone Baby and Medical Nutrition BV,Rexel Holding Netherlands BV,Instrumentarium OYJ,SCOR Holding Switzerland AG,Peninsular & Oriental Steam Navigation C,Prosafe Production Public Ltd,Bostads AB Drott,Aurea Concesiones de Infraestructuras SA,Altana AG,BKW Energie AG,Rodamco Europe NV/Netherlands,Hanson Ltd,Exel Ltd,Tandberg AS,Unibail-Rodamco SE,British Land Fund Management Ltd,Brixton Ltd,Friends Life FPG Ltd,Centrica Production Ltd,Crucell NV,
2014-06-12,Synthes Inc.1,Expro International Group Ltd,Rolls-Royce Power Systems AG,Banca Popolare Commercio e Industria SpA,Granada Ltd,Viridian Group Ltd,Alleanza Toro SpA,Unibail-Rodamco SE,Technicolor SA,Pearl Group Holdings No 1 Ltd,Solvay France SA,Fabege AB/Old,Maxeda BV,Klakki EHF,Pilkington Group Ltd,Neuf Cegetel SA,DEPFA Bank PLC,Exel Ltd,Hanson Ltd,Banca Lombarda e Piemontese SpA,Safeway Ltd,Dana Petroleum Ltd,Deutsche Boerse AG.1,Almanij NV,Ascential Group Ltd,Babcock Southern Holdings Ltd,Dentsu Aegis Network Ltd,Bradford & Bingley PLC,Friends Life FPG Ltd,Chilcott UK Ltd,Chubb PLC,Altana AG,Gambro AB,Rodamco Europe NV/Netherlands,Kidde PLC,Thomson Reuters UK Ltd,Banca Popolare di Verona - S.Geminiano e,Parmalat Finanziaria SpA,TNS Group Holdings Ltd,LBI ehf,BKW Energie AG,Arriva PLC,Petroplus Holdings AG,Orion OYJ/Old,Invesco Ltd,G4S Holdings 102 UK Ltd,Brush Holdings Ltd,Vita Group UnLtd,Duelguide Holdings Ltd,DCC PLC,UniCredit Bank AG,Glitnir HoldCo ehf,Iberia Lineas Aereas de Espana SA Operad,Ciba Holding AG,SRH NV,Emporiki Bank SA,Vodafone-Panafon SA,Cie Nationale a Portefeuille/Old,Pirelli SpA,Tele Atlas Survey BV,
2014-06-23,Carphone Warehouse Group PLC\Old,BPB Ltd,Peninsular & Oriental Steam Navigation C,Evonik Degussa GmbH,Logica Ltd,Banca Nazionale del Lavoro SpA,Inmobiliaria Colonial SA/Old,bwin Interactive Entertainment AG,Danone Baby and Medical Nutrition BV,Instrumentarium OYJ,SCOR Holding Switzerland AG,Royal P&O Nedlloyd NV,Invik & Co AB,Allianz France SA,Autoroutes du Sud de la France SA,Stork BV/Old,Burren Energy PLC,Zimmer Schweiz Holdings GmbH,Boehler-Uddeholm AG,Fadesa Inmobiliaria SA,RHM Ltd,Synthes Inc,Gjensidige NOR ASA,DuPont Nutrition Biosciences ApS,Canary Wharf Group PLC,International Power Ltd,Grupo Ferrovial SA,Bostads AB Drott,Celltech Group Ltd,DEPFA Bank PLC.1,T-Online International AG,Xstrata Ltd,Ainax AB,Cia Espanola de Petroleos SAU,CEMEX Investments Ltd,ISS World Services A/S,Banca Antonveneta SpA/Old,Finastra Group Holdings Ltd,BIP Industries Ltd,eircom Group Ltd,Safran UK Ltd,Synthes Inc.1,EDF Energy Nuclear Generation Group Ltd,APRR SA,Alliance UniChem PLC,EMI Group Ltd,Sportingbet Ltd,D/S 1912,Terra Networks SA,Telefonica Moviles SA/Spain,Capitalia SpA,Associated British Ports Holdings Ltd,Schwarz Pharma AG,Banca Lombarda e Piemontese SpA,Safeway Ltd,First Choice Holidays PLC,Solvay France SA.1,Almanij NV,Ascential Group Ltd,Autonomy Corp Ltd,
2014-07-02,Aurea Concesiones de Infraestructuras SA,Gates Worldwide Ltd,Kidde PLC,Biffa PLC,Brit Insurance Holdings BV,Kaupthing ehf,Fineco SpA,Glitnir HoldCo ehf,Italgas Hellas SpA,Pilkington Group Ltd,Petroplus Holdings AG,Merck Serono SA,Schwarz Pharma AG,Rio Tinto France SAS,First Choice Holidays PLC,Kelda Group Ltd,Euronext NV,Parmalat Finanziaria SpA,Skandia Forsakrings AB,LBI ehf,Solvay France SA.1,Banca Popolare di Bergamo SpA,Carphone Warehouse Group PLC\Old,Allianz France SA,Autoroutes du Sud de la France SA,Maxeda BV,Charter International Ltd,Zimmer Schweiz Holdings GmbH,Wilson Bowden Ltd,Banca Italease SpA,Synthes Inc,Irish Bank Resolution Corp Ltd/Old,Immoeast AG,Telefonica Moviles SA/Spain,Capitalia SpA,Associated British Ports Holdings Ltd,Global PVQ SE,Brisa Auto-Estradas de Portugal SA,ArcelorMittal.1,Grupo Dragados SA,IFIL - Investments SpA,Banca Antonveneta SpA/Old,Autonomy Corp Ltd,Tele Atlas Survey BV,Cie Nationale a Portefeuille/Old,Rexel SA/Old,Kone OYJ/Old,Prosafe Production Public Ltd,Granada Ltd,Alleanza Toro SpA,Technicolor SA,Luminar Group Holdings PLC,Iberdrola Renovables SA,Unibail-Rodamco SE,Gemalto NV,Thomson Reuters UK Ltd,Banca Popolare di Verona - S.Geminiano e,Alapis Holding Industrial & Commercial S,Manitowoc Group UK Ltd,Allianz SpA,
2014-07-11,Glitnir HoldCo ehf,Alliance UniChem PLC,EMI Group Ltd,D/S 1912,International Power Ltd,Canary Wharf Group PLC,DuPont Nutrition Biosciences ApS,Gjensidige NOR ASA,Banco Pastor SA,BPB Ltd,Peninsular & Oriental Steam Navigation C,RHM Ltd,Evonik Degussa GmbH,Banca Nazionale del Lavoro SpA,Charter International Ltd,Danone Baby and Medical Nutrition BV,Wilson Bowden Ltd,Instrumentarium OYJ,SCOR Holding Switzerland AG,Banca Italease SpA,Immoeast AG,Allianz France SA,Global PVQ SE,Logica Ltd,Autoroutes du Sud de la France SA,Fadesa Inmobiliaria SA,Burren Energy PLC,Cattles Ltd,Aggregate Industries Holdings Ltd,Carlton Communications Ltd,TNU SA,Nobel Biocare Holding AG,Sportingbet Ltd,Debenhams PLC/Old,Grupo Ferrovial SA,Celltech Group Ltd,Inmobiliaria Colonial SA/Old,Boehler-Uddeholm AG,T-Online International AG,bwin Interactive Entertainment AG,Cia Espanola de Petroleos SAU,CEMEX Investments Ltd,ISS World Services A/S,Finastra Group Holdings Ltd,Terra Networks SA,BIP Industries Ltd,Royal P&O Nedlloyd NV,Invik & Co AB,Stork BV/Old,Xstrata Ltd,Zimmer Schweiz Holdings GmbH,ArcelorMittal.1,Synthes Inc,Cie Nationale a Portefeuille/Old,Klakki EHF,Neuf Cegetel SA,Union Fenosa SA,Rolls-Royce Power Systems AG,Banca Lombarda e Piemontese SpA,Safeway Ltd,
2014-07-22,Luminar Group Holdings PLC,Friends Life FPG Ltd,Van der Moolen Holding NV,Iaws Group Ltd,Aurea Concesiones de Infraestructuras SA,Altana AG,Fineco SpA,Woolworths Group PLC,Bradford & Bingley PLC,Buderus AG,Hanson Ltd,Exel Ltd,SIG Combibloc Group AG,Tandberg AS,Unibail-Rodamco SE,British Land Fund Management Ltd,Brixton Ltd,Rodamco Europe NV/Netherlands,Rexel Holding Netherlands BV,Fresenius SE & Co KGaA,Ascential Group Ltd,Orion OYJ/Old,Skandia Forsakrings AB,G4S Holdings 102 UK Ltd,Brush Holdings Ltd,Vita Group UnLtd,Duelguide Holdings Ltd,DCC PLC,Iberia Lineas Aereas de Espana SA Operad,Centros Comerciales Carrefour SA,First Active PLC,Union Fenosa SA,Vodafone Portugal-Comunicacoes Pessoais,SSL International PLC,Banca Lombarda e Piemontese SpA,Safeway Ltd,Celanese GmbH,Almanij NV,Novar Ltd,Euronext NV,Bulgari SpA,Granada Ltd,Allianz SpA,Imperial Chemical Industries Ltd,Brit Insurance Holdings BV,Landmark Mortgages Ltd,Tullett Prebon Group Holdings PLC,Kering Holland NV,Terra Networks SA,Amadeus IT Group SA/Spain,Edison SpA,Ciba Holding AG,Hibu plc,Telent Ltd,Grafton Group PLC,Cosmote Mobile Telecommunications SA,Somerfield Ltd,Northumbrian Water Group Ltd,Orange Holding SA,Getronics BV,
2014-07-31,Carphone Warehouse Group PLC\Old,eircom Group Ltd,Safran UK Ltd,Danone Baby and Medical Nutrition BV,Instrumentarium OYJ,SCOR Holding Switzerland AG,Synthes Inc.1,Allianz France SA,EDF Energy Nuclear Generation Group Ltd,Autoroutes du Sud de la France SA,APRR SA,Sportingbet Ltd,Zimmer Schweiz Holdings GmbH,Synthes Inc,Banca Antonveneta SpA/Old,Telefonica Moviles SA/Spain,Capitalia SpA,Associated British Ports Holdings Ltd,Inmobiliaria Colonial SA/Old,bwin Interactive Entertainment AG,Brisa Auto-Estradas de Portugal SA,Royal P&O Nedlloyd NV,Banca Nazionale del Lavoro SpA,Logica Ltd,Evonik Degussa GmbH,Ainax AB,Finastra Group Holdings Ltd,Terra Networks SA,BIP Industries Ltd,UniCredit Bank Austria AG,Fastweb SpA,Industriforvaltnings AB Kinnevik,Corporate Express NV,Laser Holdings Ltd,iSOFT Group UK Ltd,Nasdaq AB,Invik & Co AB,SCOR SE,EMI Group Ltd,Bostads AB Drott,D/S 1912,International Power Ltd,Canary Wharf Group PLC,DEPFA Bank PLC.1,DuPont Nutrition Biosciences ApS,Gjensidige NOR ASA,BPB Ltd,Peninsular & Oriental Steam Navigation C,Alliance UniChem PLC,Stork BV/Old,Grupo Dragados SA,Burren Energy PLC,Banca Lombarda e Piemontese SpA,Safeway Ltd,LBI ehf,Almanij NV,Ascential Group Ltd,Schwarz Pharma AG,Bradford & Bingley PLC,Friends Life FPG Ltd,
2014-08-11,Associated British Ports Holdings Ltd,CEMEX Investments Ltd,Carphone Warehouse Group PLC\Old,ISS World Services A/S,Finastra Group Holdings Ltd,Terra Networks SA,BIP Industries Ltd,Biffa PLC,Kaupthing ehf,Glitnir HoldCo ehf,Alliance UniChem PLC,EMI Group Ltd,Petroplus Holdings AG,D/S 1912,International Power Ltd,Canary Wharf Group PLC,DuPont Nutrition Biosciences ApS,Gjensidige NOR ASA,BPB Ltd,Peninsular & Oriental Steam Navigation C,Evonik Degussa GmbH,Logica Ltd,Banca Nazionale del Lavoro SpA,LBI ehf,Cia Espanola de Petroleos SAU,Schwarz Pharma AG,IFIL - Investments SpA,T-Online International AG,Group 4 Falck A/S,Charter International Ltd,Wilson Bowden Ltd,Corus Group Ltd,George Wimpey Ltd,Banca Italease SpA,WH Smith PLC/Old,Banca Popolare di Lodi SpA,Alstom SA,Wella AG,Immoeast AG,Wanadoo SA,Northern Foods Ltd,Cattles Ltd,Aggregate Industries Holdings Ltd,Carlton Communications Ltd,TNU SA,Global PVQ SE,Nobel Biocare Holding AG,ArcelorMittal.1,Debenhams PLC/Old,Grupo Ferrovial SA,Celltech Group Ltd,Xstrata Ltd,Coca Cola Hellenic Bottling Co SA,Danone Baby and Medical Nutrition BV,Solvay France SA.1,Gemalto NV,Italgas Hellas SpA,Merck Serono SA,Rio Tinto France SAS,Alapis Holding Industrial & Commercial S,
2014-08-20,Brit Insurance Holdings BV,Imperial Energy Corp PLC,Italgas Hellas SpA,Wellstream Holdings Ltd,Merck Serono SA,Intercell AG,Rio Tinto France SAS,Pilkington Group Ltd,Kelda Group Ltd,Euronext NV,Skandia Forsakrings AB,Kidde PLC,BKW Energie AG,Inmobiliaria Colonial SA/Old,Union Fenosa SA,Banca Lombarda e Piemontese SpA,Safeway Ltd,Centrica Production Ltd,bwin Interactive Entertainment AG,Almanij NV,Manitowoc Group UK Ltd,Maxeda BV,Capitalia SpA,Associated British Ports Holdings Ltd,Prosafe Production Public Ltd,Stork BV/Old,Brisa Auto-Estradas de Portugal SA,Eurasian Natural Resources Corp Ltd,Iberdrola Renovables SA,Pearl Group Holdings No 1 Ltd,Grupo Dragados SA,Gemalto NV,Solvay France SA,Invik & Co AB,Irish Bank Resolution Corp Ltd/Old,Fabege AB/Old,Royal P&O Nedlloyd NV,Banca Popolare di Bergamo SpA,Gates Worldwide Ltd,Alapis Holding Industrial & Commercial S,Ascential Group Ltd,Crucell NV,Parmalat Finanziaria SpA,Synthes Inc.1,TNS Group Holdings Ltd,Thomson Reuters UK Ltd,Banca Popolare di Verona - S.Geminiano e,Safran UK Ltd,Vedior NV,Arriva PLC,Allianz SpA,Imperial Chemical Industries Ltd,eircom Group Ltd,Landmark Mortgages Ltd,Orion OYJ/Old,Kering Holland NV,Deutsche Boerse AG.1,G4S Holdings 102 UK Ltd,Orange Holding SA,Ciba Holding AG,
2014-08-29,Orange Holding SA,Viridian Group Ltd,Altana AG,Neuf Cegetel SA,Rodamco Europe NV/Netherlands,Hanson Ltd,Exel Ltd,Pearl Group Holdings No 1 Ltd,Unibail-Rodamco SE,Solvay France SA,Fabege AB/Old,Granada Ltd,Alleanza Toro SpA,Technicolor SA,Klakki EHF,Maxeda BV,Friends Life FPG Ltd,Oak 1753 BV,Bradford & Bingley PLC,Rolls-Royce Power Systems AG,Dentsu Aegis Network Ltd,Skandia Forsakrings AB,SRH NV,Chilcott UK Ltd,Chubb PLC,Gambro AB,Dana Petroleum Ltd,Babcock Southern Holdings Ltd,Union Fenosa SA,DEPFA Bank PLC,Expro International Group Ltd,Banca Lombarda e Piemontese SpA,Safeway Ltd,Almanij NV,Ascential Group Ltd,Banca Popolare Commercio e Industria SpA,Euronext NV,Cie Nationale a Portefeuille/Old,Pilkington Group Ltd,TNS Group Holdings Ltd,LBI ehf,Ciba Holding AG,Vedior NV,Arriva PLC,Petroplus Holdings AG,Glitnir HoldCo ehf,Orion OYJ/Old,G4S Holdings 102 UK Ltd,Invesco Ltd,Brush Holdings Ltd,Vita Group UnLtd,Duelguide Holdings Ltd,DCC PLC,Iberia Lineas Aereas de Espana SA Operad,Kering Holland NV,Tele Atlas Survey BV,Emporiki Bank SA,Landmark Mortgages Ltd,Kidde PLC,Parmalat Finanziaria SpA,
