,Date,Stock1,Stock2,Stock3,Stock4,Stock5,Stock6,Stock7,Stock8,Stock9,Stock10,Stock11,Stock12,Stock13,Stock14,Stock15,Stock16,Stock17,Stock18,Stock19,Stock20,Stock21,Stock22,Stock23,Stock24,Stock25,Stock26,Stock27,Stock28,Stock29,Stock30,Stock31,Stock32,Stock33,Stock34,Stock35,Stock36,Stock37,Stock38,Stock39,Stock40,Stock41,Stock42,Stock43,Stock44,Stock45,Stock46,Stock47,Stock48,Stock49,Stock50,Stock51,Stock52,Stock53,Stock54,Stock55,Stock56,Stock57,Stock58,Stock59,Stock60,Returns,Investment
60,2015-05-01,Seat Pagine Gialle SpA,Afren PLC,CNH Industrial NV,Royal Imtech NV,Snam Rete Gas SpA,Nyrstar NV,Air France-KLM,Prysmian SpA,Home Retail Group Ltd,Bayer AG,BASF SE,Nemetschek SE,Polymetal International PLC,Alpiq Holding AG,Aurubis AG,Enel SpA,Banco Santander SA,Intesa Sanpaolo,EFG International AG,Sika AG.1,Sika AG,Swisscom AG.1,Swisscom AG,Nordea Bank Abp,AIB Group PLC,Electrolux AB,Abengoa SA,Imagination Technologies Group PLC,Meggitt PLC,Kinnevik AB,Schneider Electric SE,Terna Rete Elettrica Nazionale SpA,Alstom SA.1,Continental AG,Valiant Holding AG,Valora Holding AG,Ashtead Group PLC,GKN Ltd,Allreal Holding AG,Deutsche Lufthansa AG,TomTom NV,Vinci SA,Helvetia Holding AG,Autoliv Inc,Travis Perkins PLC,Julius Baer Group Ltd.1,Julius Baer Group Ltd,WH Smith PLC,Assicurazioni Generali SpA,Hikma Pharmaceuticals PLC,OC Oerlikon Corp AG,OC Oerlikon Corp AG.1,Endesa SA,Cie de Saint-Gobain,Daimler AG,TAG Immobilien AG,Roche Holding AG.1,Roche Holding AG,Abi Sab Group Holding Ltd,Mondi PLC,-0.030604005341496755,102.63
61,2015-05-12,Seat Pagine Gialle SpA,Afren PLC,CNH Industrial NV,Snam Rete Gas SpA,Alpiq Holding AG,Nemetschek SE,Royal Imtech NV,Home Retail Group Ltd,Bayer AG,Swisscom AG,Swisscom AG.1,Helvetia Holding AG,BASF SE,Enel SpA,Banco Santander SA,Weir Group PLC/The,Valiant Holding AG,Prysmian SpA,Air France-KLM,Intesa Sanpaolo,Sika AG.1,Sika AG,Electrolux AB,AIB Group PLC,Cie de Saint-Gobain,Assicurazioni Generali SpA,Alstom SA.1,Allreal Holding AG,Petroleum Geo-Services ASA,Deutsche Lufthansa AG,EFG International AG,Terna Rete Elettrica Nazionale SpA,Kinnevik AB,Imagination Technologies Group PLC,Nordea Bank Abp,Petropavlovsk PLC,Polymetal International PLC,Ashtead Group PLC,TomTom NV,Aurubis AG,Abengoa SA,Schneider Electric SE,Valora Holding AG,Meggitt PLC,Autoliv Inc,Georg Fischer AG,Bank of Greece,Nyrstar NV,NMC Health PLC,Atlantia SpA,Continental AG,OC Oerlikon Corp AG.1,OC Oerlikon Corp AG,GKN Ltd,Vinci SA,Julius Baer Group Ltd.1,Julius Baer Group Ltd,Koninklijke Philips NV,Endesa SA,Next PLC,0.016280242963532556,104.3
62,2015-05-21,Seat Pagine Gialle SpA,Afren PLC,CNH Industrial NV,Snam Rete Gas SpA,Eurobank Ergasias SA,Nemetschek SE,Bank of Greece,Bayer AG,BASF SE,Banco Santander SA,Enel SpA,Air France-KLM,Swisscom AG.1,Swisscom AG,Assicurazioni Generali SpA,Intesa Sanpaolo,Banca Popolare dell'Emilia Romagna Scrl,Petroleum Geo-Services ASA,Helvetia Holding AG,Eniro AB,Prysmian SpA,Aurubis AG,AIB Group PLC,Alstom SA.1,Cie de Saint-Gobain,Valiant Holding AG,Terna Rete Elettrica Nazionale SpA,AXA SA,Alpiq Holding AG,Continental AG,EFG International AG,Electrolux AB,Deutsche Lufthansa AG,Koninklijke Philips NV,Polymetal International PLC,Schneider Electric SE,Allreal Holding AG,Kloeckner & Co SE,Nordea Bank Abp,Kinnevik AB,Sika AG,Sika AG.1,Nyrstar NV,Banco Popular Espanol SA,Delta Lloyd NV,UnipolSai Assicurazioni SpA,Weir Group PLC/The,Air Liquide SA,Mondi PLC,Home Retail Group Ltd,Bankinter SA,Royal Imtech NV,Geberit AG.1,Geberit AG,Leonardo SpA,Endesa SA,Vinci SA,Next PLC,Credit Agricole SA,Banque Cantonale Vaudoise,0.010316399588370585,105.38
63,2015-06-01,Seat Pagine Gialle SpA,Afren PLC,CNH Industrial NV,Eurobank Ergasias SA,Snam Rete Gas SpA,Bank of Greece,Nemetschek SE,Air France-KLM,Bayer AG,Petroleum Geo-Services ASA,Banco Santander SA,BASF SE,EFG International AG,Banca Popolare dell'Emilia Romagna Scrl,Alpiq Holding AG,Enel SpA,Intesa Sanpaolo,Swisscom AG.1,Swisscom AG,Helvetia Holding AG,Assicurazioni Generali SpA,Terna Rete Elettrica Nazionale SpA,AIB Group PLC,Nyrstar NV,Alstom SA.1,Deutsche Lufthansa AG,Prysmian SpA,Bankinter SA,Continental AG,Aurubis AG,Banca Monte dei Paschi di Siena SpA,Mondi PLC,Schneider Electric SE,AXA SA,Electrolux AB,Eniro AB,Cie de Saint-Gobain,Banco Popular Espanol SA,Valiant Holding AG,Mediobanca SpA,Kloeckner & Co SE,Allreal Holding AG,Polymetal International PLC,Nordea Bank Abp,Weir Group PLC/The,UnipolSai Assicurazioni SpA,Ashtead Group PLC,Imagination Technologies Group PLC,Royal Imtech NV,Koninklijke Philips NV,Unione di Banche Italiane S.p.A.,Credit Agricole SA,Delta Lloyd NV,Air Liquide SA,Leonardo SpA,Orange SA,Kinnevik AB,Enel Green Power SpA,Atlantia SpA,Sika AG.1,-0.020888097920089707,103.18
64,2015-06-10,Seat Pagine Gialle SpA,Afren PLC,Eurobank Ergasias SA,CNH Industrial NV,Snam Rete Gas SpA,Nemetschek SE,Bank of Greece,Bayer AG,Banca Popolare dell'Emilia Romagna Scrl,AIB Group PLC,Banco Santander SA,Petroleum Geo-Services ASA,BASF SE,Air France-KLM,Assicurazioni Generali SpA,Swisscom AG.1,Swisscom AG,Enel SpA,Alpiq Holding AG,Helvetia Holding AG,Intesa Sanpaolo,Terna Rete Elettrica Nazionale SpA,Kenmare Resources PLC,Alstom SA.1,EFG International AG,Continental AG,Ashtead Group PLC,Nyrstar NV,Deutsche Lufthansa AG,Banca Monte dei Paschi di Siena SpA,Mediobanca SpA,Bankinter SA,Mondi PLC,AXA SA,Schneider Electric SE,Prysmian SpA,Eniro AB,Aurubis AG,Weir Group PLC/The,Cie de Saint-Gobain,Banco Popular Espanol SA,UnipolSai Assicurazioni SpA,Credit Agricole SA,Nordea Bank Abp,Electrolux AB,Kloeckner & Co SE,Valiant Holding AG,Allreal Holding AG,Unione di Banche Italiane S.p.A.,Koninklijke Philips NV,Delta Lloyd NV,Air Liquide SA,Orange SA,Sika AG.1,Sika AG,GKN Ltd,Home Retail Group Ltd,Unicredit SpA,Next PLC,Travis Perkins PLC,-0.036353784962902334,99.43
65,2015-06-19,Seat Pagine Gialle SpA,Eurobank Ergasias SA,Afren PLC,CNH Industrial NV,Kenmare Resources PLC,Bank of Greece,AIB Group PLC,Snam Rete Gas SpA,Nemetschek SE,Bayer AG,Alpiq Holding AG,Eniro AB,Banco Santander SA,Ashtead Group PLC,BASF SE,Helvetia Holding AG,Air France-KLM,Petroleum Geo-Services ASA,EFG International AG,Continental AG,Alstom SA.1,Swisscom AG,Swisscom AG.1,Bankinter SA,Petropavlovsk PLC,Banco Popular Espanol SA,Deutsche Lufthansa AG,Valiant Holding AG,Enel SpA,Imagination Technologies Group PLC,Assicurazioni Generali SpA,Banca Popolare dell'Emilia Romagna Scrl,Schneider Electric SE,Terna Rete Elettrica Nazionale SpA,AXA SA,Aurubis AG,UnipolSai Assicurazioni SpA,Intesa Sanpaolo,Sika AG,Sika AG.1,Mondi PLC,Valeo SA,Kloeckner & Co SE,Banca Monte dei Paschi di Siena SpA,Electrolux AB,Georg Fischer AG,Cie de Saint-Gobain,Prysmian SpA,Allreal Holding AG,Weir Group PLC/The,GKN Ltd,Nyrstar NV,Swiss Prime Site AG,Swiss Prime Site AG.1,Michelin,Mediobanca SpA,Nordea Bank Abp,Air Liquide SA,DS Smith PLC,TAG Immobilien AG,-0.014965931511069121,97.94
66,2015-06-30,Seat Pagine Gialle SpA,Fingerprint Cards AB,Afren PLC,Kenmare Resources PLC,CNH Industrial NV,Eniro AB,Petropavlovsk PLC,Nemetschek SE,Bayer AG,Continental AG,Alpiq Holding AG,Bank of Greece,Petroleum Geo-Services ASA,BASF SE,Banco Santander SA,Cie de Saint-Gobain,Alstom SA.1,Eurobank Ergasias SA,Deutsche Lufthansa AG,Snam Rete Gas SpA,Banco Popular Espanol SA,AIB Group PLC,Bankinter SA,Ashtead Group PLC,Aurubis AG,Michelin,Imagination Technologies Group PLC,Mondi PLC,Faes Farma SA,UnipolSai Assicurazioni SpA,Schneider Electric SE,Valiant Holding AG,Permanent TSB Group Holdings PLC,AXA SA,EFG International AG,Helvetia Holding AG,Banca Popolare dell'Emilia Romagna Scrl,UPM-Kymmene OYJ,Prysmian SpA,Assicurazioni Generali SpA,Kloeckner & Co SE,Air France-KLM,Electrolux AB,Intesa Sanpaolo,Enel SpA,Terna Rete Elettrica Nazionale SpA,Valeo SA,Weir Group PLC/The,Sika AG.1,Sika AG,Swisscom AG.1,Swisscom AG,Mediobanca SpA,GKN Ltd,WH Smith PLC,Georg Fischer AG,Polymetal International PLC,Air Liquide SA,Atlantia SpA,Technicolor SA.1,0.00963083652850138,98.88
67,2015-07-09,Seat Pagine Gialle SpA,Petropavlovsk PLC,Kenmare Resources PLC,Fingerprint Cards AB,AIB Group PLC,Banco Popular Espanol SA,Argenx SE,CNH Industrial NV,Alpiq Holding AG,Eurobank Ergasias SA,Enel SpA,Banco Santander SA,Banca Monte dei Paschi di Siena SpA,Assicurazioni Generali SpA,Electrolux AB,Banca Popolare dell'Emilia Romagna Scrl,Bankinter SA,Swisscom AG.1,Swisscom AG,Bayer AG,Permanent TSB Group Holdings PLC,Mediobanca SpA,AXA SA,Banco BPI SA,Snam Rete Gas SpA,UPM-Kymmene OYJ,Cie de Saint-Gobain,Banco de Sabadell SA,Banco Comercial Portugues SA,Prysmian SpA,Bank of Greece,Helvetia Holding AG,UnipolSai Assicurazioni SpA,Alstom SA.1,Continental AG,Intesa Sanpaolo,Barry Callebaut AG,Deutsche Lufthansa AG,EFG International AG,Unicredit SpA,Nemetschek SE,Orange SA,TomTom NV,BASF SE,PostNL NV,Terna Rete Elettrica Nazionale SpA,Petroleum Geo-Services ASA,Banque Cantonale Vaudoise,Bouygues SA,Faes Farma SA,Associated British Foods PLC,C&C Group PLC,Valeo SA,Koninklijke KPN NV,Sika AG.1,Sika AG,Nobel Biocare Holding AG.1,Michelin,Flughafen Zurich AG,Valora Holding AG,-0.03952758144709018,94.97
68,2015-07-20,Seat Pagine Gialle SpA,Petropavlovsk PLC,Kenmare Resources PLC,AIB Group PLC,Electrolux AB,Banco Popular Espanol SA,Banca Monte dei Paschi di Siena SpA,Argenx SE,CNH Industrial NV,Nemetschek SE,Alpiq Holding AG,Permanent TSB Group Holdings PLC,Eurobank Ergasias SA,Assicurazioni Generali SpA,Enel SpA,Faes Farma SA,Banco Santander SA,Banco Comercial Portugues SA,TomTom NV,Bankinter SA,Bayer AG,Banco BPI SA,Banca Popolare dell'Emilia Romagna Scrl,Telecom Italia SpA,Alstom SA.1,Buzzi Unicem SpA,Mediobanca SpA,AXA SA,Swisscom AG,Swisscom AG.1,Afren PLC,Unicredit SpA,Fingerprint Cards AB,UnipolSai Assicurazioni SpA,Intesa Sanpaolo,Unione di Banche Italiane S.p.A.,Banco de Sabadell SA,Banque Cantonale Vaudoise,Snam Rete Gas SpA,EFG International AG,Helvetia Holding AG,Bank of Greece,Deutsche Lufthansa AG,Terna Rete Elettrica Nazionale SpA,EXOR NV,Cie de Saint-Gobain,CaixaBank SA,Nobel Biocare Holding AG.1,Deutsche Post AG,Continental AG,Barry Callebaut AG,Valiant Holding AG,Prysmian SpA,Associated British Foods PLC,BASF SE,MorphoSys AG,PostNL NV,Sanofi,Atlantia SpA,Allreal Holding AG,0.08587002699445508,103.13
69,2015-07-29,Seat Pagine Gialle SpA,Petropavlovsk PLC,Kenmare Resources PLC,AIB Group PLC,Electrolux AB,Argenx SE,CNH Industrial NV,Afren PLC,Banco Popular Espanol SA,Permanent TSB Group Holdings PLC,TomTom NV,Bank of Greece,Eurobank Ergasias SA,Koninklijke BAM Groep NV,Alstom SA.1,Faes Farma SA,Buzzi Unicem SpA,Assicurazioni Generali SpA,Nemetschek SE,Banco Santander SA,Mediobanca SpA,Banco BPI SA,Fingerprint Cards AB,Telecom Italia SpA,Banque Cantonale Vaudoise,Banco Comercial Portugues SA,Nobel Biocare Holding AG.1,Enel SpA,Unione di Banche Italiane S.p.A.,Valiant Holding AG,Barry Callebaut AG,Banca Popolare dell'Emilia Romagna Scrl,International Personal Finance PLC,Continental AG,Valeo SA,Indra Sistemas SA,Prysmian SpA,EFG International AG,Bayer AG,Bankinter SA,Petroleum Geo-Services ASA,Imagination Technologies Group PLC,Leonardo SpA,Banco de Sabadell SA,Allreal Holding AG,Unicredit SpA,Swisscom AG.1,Swisscom AG,AXA SA,Deutsche Post AG,Alpiq Holding AG,Faurecia SA,Deutsche Lufthansa AG,Dairy Crest Group PLC,UnipolSai Assicurazioni SpA,Nutreco NV,K+S AG,Cie de Saint-Gobain,Michelin,Intesa Sanpaolo,-0.030230717214245497,100.01
70,2015-08-07,Seat Pagine Gialle SpA,Petropavlovsk PLC,Kenmare Resources PLC,AIB Group PLC,Afren PLC,Banco Popular Espanol SA,CNH Industrial NV,Electrolux AB,Permanent TSB Group Holdings PLC,Buzzi Unicem SpA,Argenx SE,TomTom NV,Eurobank Ergasias SA,Fingerprint Cards AB,Bank of Greece,Mediobanca SpA,Assicurazioni Generali SpA,Koninklijke BAM Groep NV,Banque Cantonale Vaudoise,Faes Farma SA,Alstom SA.1,Nemetschek SE,Banco Santander SA,Barry Callebaut AG,Unione di Banche Italiane S.p.A.,Nobel Biocare Holding AG.1,Enel SpA,International Personal Finance PLC,Dairy Crest Group PLC,Gerresheimer AG,Eniro AB,Telecom Italia SpA,Johnston Press PLC,Banca Popolare dell'Emilia Romagna Scrl,Prysmian SpA,Valiant Holding AG,Allreal Holding AG,EFG International AG,Banco de Sabadell SA,Bayer AG,Bankinter SA,Altran Technologies SA,Leonardo SpA,Indra Sistemas SA,Alpiq Holding AG,Deutsche Lufthansa AG,Bouygues SA,Aurubis AG,Air France-KLM,Continental AG,AXA SA,Unicredit SpA,Swisscom AG.1,Swisscom AG,UnipolSai Assicurazioni SpA,Eiffage SA,Cie de Saint-Gobain,Deutsche Post AG,Banco BPI SA,Sika AG,-0.00904482283087073,99.11
71,2015-08-18,Seat Pagine Gialle SpA,Petropavlovsk PLC,Kenmare Resources PLC,AIB Group PLC,Banco Popular Espanol SA,Electrolux AB,Afren PLC,EFG International AG,Permanent TSB Group Holdings PLC,CNH Industrial NV,Argenx SE,Banco Santander SA,Faes Farma SA,Unione di Banche Italiane S.p.A.,Mediobanca SpA,Banque Cantonale Vaudoise,Koninklijke BAM Groep NV,TomTom NV,Buzzi Unicem SpA,Johnston Press PLC,Assicurazioni Generali SpA,Nemetschek SE,Alstom SA.1,Banca Popolare dell'Emilia Romagna Scrl,Barry Callebaut AG,Banco de Sabadell SA,Eniro AB,Banco BPI SA,Banco Comercial Portugues SA,Bankinter SA,Nobel Biocare Holding AG.1,Eurobank Ergasias SA,Altran Technologies SA,Indra Sistemas SA,Faurecia SA,Unicredit SpA,Enel SpA,Alpiq Holding AG,Valiant Holding AG,Mediaset Espana Comunicacion SA,Deutsche Post AG,Allreal Holding AG,Deutsche Lufthansa AG,Dairy Crest Group PLC,Leonardo SpA,International Personal Finance PLC,SGL Carbon SE,AXA SA,Aurubis AG,Eiffage SA,Continental AG,Air France-KLM,Bayer AG,Gerresheimer AG,Telecom Italia SpA,Bouygues SA,CaixaBank SA,Suedzucker AG,Swisscom AG,Swisscom AG.1,-0.02295201281872488,96.84
72,2015-08-27,Seat Pagine Gialle SpA,Kenmare Resources PLC,Royal Imtech NV,Eniro AB,Fingerprint Cards AB,AIB Group PLC,Banco Popular Espanol SA,Argenx SE,Electrolux AB,Petropavlovsk PLC,Koninklijke BAM Groep NV,EFG International AG,Nemetschek SE,Eurobank Ergasias SA,CNH Industrial NV,Permanent TSB Group Holdings PLC,Unione di Banche Italiane S.p.A.,Banco Comercial Portugues SA,Banque Cantonale Vaudoise,Afren PLC,Mediobanca SpA,Assicurazioni Generali SpA,Nobel Biocare Holding AG.1,Banco Santander SA,Pharol SGPS SA,Polymetal International PLC,Alstom SA.1,Faes Farma SA,JM AB,Banco de Sabadell SA,Bankinter SA,Aurubis AG,Buzzi Unicem SpA,Allreal Holding AG,SGL Carbon SE,Indra Sistemas SA,Banca Popolare dell'Emilia Romagna Scrl,Altran Technologies SA,Mediaset Espana Comunicacion SA,International Personal Finance PLC,Alpiq Holding AG,Barry Callebaut AG,Valiant Holding AG,Banco BPI SA,Enel SpA,TAG Immobilien AG,Deutsche Post AG,Evotec AG,TomTom NV,Sky Deutschland AG,Bouygues SA,AXA SA,Powszechna Kasa Oszczednosci Bank Polski,Deutsche Lufthansa AG,Bankia SA,Aalberts Industries NV,Banca Monte dei Paschi di Siena SpA,MorphoSys AG,Victrex PLC,Fresenius SE & Co KGaA.2,-0.06854694204835472,90.2
73,2015-09-07,Seat Pagine Gialle SpA,Royal Imtech NV,Eurobank Ergasias SA,Fingerprint Cards AB,Nemetschek SE,Argenx SE,AIB Group PLC,Abengoa SA,Ablynx NV,Petropavlovsk PLC,Syngenta AG,Afren PLC,Eniro AB,Electrolux AB,Pharol SGPS SA,Koninklijke BAM Groep NV,Banco Popular Espanol SA,TomTom NV,Faes Farma SA,Evotec AG,Aurubis AG,Lonmin PLC,Unione di Banche Italiane S.p.A.,Bank of Greece,Kenmare Resources PLC,SGL Carbon SE,Banca Popolare dell'Emilia Romagna Scrl,Leonardo SpA,Technicolor SA.1,EFG International AG,Assicurazioni Generali SpA,Banco Comercial Portugues SA,Telecom Italia Media SpA,International Personal Finance PLC,Indra Sistemas SA,Alpiq Holding AG,Valeo SA,Banco Santander SA,Victrex PLC,Dairy Crest Group PLC,Unicredit SpA,Alstom SA.1,AGFA-Gevaert NV,Nobel Biocare Holding AG.1,Faurecia SA,Enel SpA,CNH Industrial NV,Johnston Press PLC,Straumann Holding AG,Telecom Italia SpA,RSA Insurance Group PLC,Suedzucker AG,Mitchells & Butlers PLC,Bayer AG,Gerresheimer AG,Altran Technologies SA,Actelion Ltd,Actelion Ltd.1,Banco de Sabadell SA,AXA SA,-0.015558932897627747,88.8
74,2015-09-16,Royal Imtech NV,Eniro AB,Afren PLC,Nemetschek SE,Fingerprint Cards AB,Argenx SE,Eurobank Ergasias SA,Kenmare Resources PLC,Ablynx NV,Syngenta AG,Electrolux AB,Banca Popolare dell'Emilia Romagna Scrl,Unione di Banche Italiane S.p.A.,Evotec AG,Technicolor SA.1,Johnston Press PLC,SGL Carbon SE,Banco Popular Espanol SA,Koninklijke BAM Groep NV,Leonardo SpA,TomTom NV,Aurubis AG,Bank of Greece,Assicurazioni Generali SpA,International Personal Finance PLC,Unicredit SpA,CNH Industrial NV,Enel SpA,Valeo SA,Bayer AG,Pharol SGPS SA,GKN Ltd,Fastighets AB Balder,Banco Santander SA,Abengoa SA,Telecom Italia SpA,Titan Cement Co SA,Indra Sistemas SA,RSA Insurance Group PLC,Intesa Sanpaolo,Modern Times Group MTG AB,Nokian Renkaat OYJ,Banco de Sabadell SA,Mediobanca SpA,SKF AB,Banca Popolare di Milano Scarl,Faurecia SA,Bwin Party Digital Entertainment PLC,Arkema SA,Banco Popolare SC,Banco BPM SpA,Gerresheimer AG,AXA SA,Banque Cantonale Vaudoise,Nordea Bank Abp,JM AB,Ashtead Group PLC,AGFA-Gevaert NV,Autoliv Inc,Commerzbank AG,0.02132836253977591,90.69
75,2015-09-25,Royal Imtech NV,Eniro AB,Afren PLC,Nemetschek SE,Fingerprint Cards AB,Kenmare Resources PLC,Argenx SE,Johnston Press PLC,Banca Popolare dell'Emilia Romagna Scrl,Ablynx NV,Eurobank Ergasias SA,Syngenta AG,Electrolux AB,Unione di Banche Italiane S.p.A.,Pharol SGPS SA,Leonardo SpA,Banco Popular Espanol SA,Abengoa SA,Unicredit SpA,Bank of Greece,Koninklijke BAM Groep NV,Enel SpA,International Personal Finance PLC,RSA Insurance Group PLC,Assicurazioni Generali SpA,Valeo SA,Evotec AG,Banco BPM SpA,Banco Popolare SC,Bayer AG,Banco Santander SA,Technicolor SA.1,KUKA AG,SGL Carbon SE,Titan Cement Co SA,Aurubis AG,Antofagasta PLC,CNH Industrial NV,Banca Popolare di Milano Scarl,Nokian Renkaat OYJ,Intesa Sanpaolo,Ashtead Group PLC,Indra Sistemas SA,Banco de Sabadell SA,GKN Ltd,AGFA-Gevaert NV,Ingenico Group SA,Telecom Italia SpA,Modern Times Group MTG AB,Mediobanca SpA,Autoliv Inc,Alstom SA.1,Infineon Technologies AG,AXA SA,Suedzucker AG,Faurecia SA,voestalpine AG,Banca Monte dei Paschi di Siena SpA,SKF AB,Fastighets AB Balder,-0.06533499010314558,84.76
76,2015-10-06,Royal Imtech NV,Abengoa SA,Eniro AB,Ablynx NV,Fingerprint Cards AB,Nemetschek SE,Afren PLC,Argenx SE,Pharol SGPS SA,Kenmare Resources PLC,Banca Popolare dell'Emilia Romagna Scrl,Johnston Press PLC,Evotec AG,Syngenta AG,Unione di Banche Italiane S.p.A.,Leonardo SpA,KUKA AG,Titan Cement Co SA,Electrolux AB,Antofagasta PLC,Valeo SA,Enel SpA,Eurobank Ergasias SA,Gerresheimer AG,Ingenico Group SA,Bayer AG,Technicolor SA.1,Faurecia SA,Bank of Greece,Assicurazioni Generali SpA,AGFA-Gevaert NV,Orion Oyj,Banca Popolare di Milano Scarl,SKF AB,Victrex PLC,International Personal Finance PLC,Genmab A/S,Thales SA,Indra Sistemas SA,Ashtead Group PLC,Koninklijke BAM Groep NV,Unicredit SpA,Siemens Gamesa Renewable Energy SA,GKN Ltd,Altran Technologies SA,Telecom Italia SpA,Fastighets AB Balder,Banco Popular Espanol SA,Alstom SA.1,Intesa Sanpaolo,Autoliv Inc,Husqvarna AB,AXA SA,Infineon Technologies AG,Nokian Renkaat OYJ,Evonik Industries AG,Marine Harvest ASA,Bechtle AG,TomTom NV,AA PLC,0.03988592490785926,88.14
77,2015-10-15,Royal Imtech NV,Abengoa SA,Fingerprint Cards AB,Eniro AB,Ablynx NV,Nemetschek SE,Banca Popolare dell'Emilia Romagna Scrl,Unione di Banche Italiane S.p.A.,Argenx SE,Eurobank Ergasias SA,Enel SpA,Electrolux AB,Siemens Gamesa Renewable Energy SA,Pharol SGPS SA,Banca Popolare di Milano Scarl,PostNL NV,Leonardo SpA,Bayer AG,Faurecia SA,Ingenico Group SA,SKF AB,Telecom Italia SpA,Modern Times Group MTG AB,Valeo SA,Antofagasta PLC,Unicredit SpA,Technicolor SA.1,Marfin Investment Group Holdings SA,Infineon Technologies AG,Glencore PLC,Banco Popolare SC,Banco BPM SpA,Assicurazioni Generali SpA,Afren PLC,Nokian Renkaat OYJ,Kenmare Resources PLC,KUKA AG,Atlas Copco AB,Titan Cement Co SA,Genmab A/S,Ashtead Group PLC,L'Oreal SA,Kering SA,GKN Ltd,Syngenta AG,Evotec AG,Vestas Wind Systems A/S,Victrex PLC,Moncler SpA,Bayerische Motoren Werke AG,Azimut Holding SpA,Intesa Sanpaolo,AGFA-Gevaert NV,International Personal Finance PLC,Banca Popolare di Sondrio SCARL,Deutsche Post AG,UnipolSai Assicurazioni SpA,Orion Oyj,TAG Immobilien AG,Volvo AB,-0.005395692981698899,87.66
78,2015-10-26,Royal Imtech NV,Abengoa SA,Ablynx NV,Fingerprint Cards AB,Banca Popolare dell'Emilia Romagna Scrl,Nemetschek SE,Argenx SE,Eurobank Ergasias SA,Unione di Banche Italiane S.p.A.,Eniro AB,Banca Popolare di Milano Scarl,Marfin Investment Group Holdings SA,Enel SpA,Banco Popolare SC,Banco BPM SpA,Pharol SGPS SA,Titan Cement Co SA,Bayer AG,Antofagasta PLC,Ingenico Group SA,Kenmare Resources PLC,Siemens Gamesa Renewable Energy SA,Unicredit SpA,Telecom Italia SpA,SKF AB,Genmab A/S,PostNL NV,Valeo SA,Faurecia SA,Leonardo SpA,Assicurazioni Generali SpA,Piraeus Bank SA,KUKA AG,Technicolor SA.1,Electrolux AB,Syngenta AG,Banca Popolare di Sondrio SCARL,Infineon Technologies AG,Modern Times Group MTG AB,Glencore PLC,Atlas Copco AB,Nokian Renkaat OYJ,L'Oreal SA,Intesa Sanpaolo,GKN Ltd,Luxottica Group SpA,Orion Oyj,Ashtead Group PLC,Sartorius AG,easyJet PLC,Altran Technologies SA,Evotec AG,Kering SA,BTG PLC,Merck KGaA,EXOR NV,Suedzucker AG,Tele2 AB,Svenska Cellulosa AB SCA,Johnson Matthey PLC,0.07417869041208268,94.16
79,2015-11-04,Royal Imtech NV,Eurobank Ergasias SA,Kenmare Resources PLC,Abengoa SA,Ablynx NV,Banca Popolare dell'Emilia Romagna Scrl,Argenx SE,Nemetschek SE,Unione di Banche Italiane S.p.A.,Fingerprint Cards AB,Piraeus Bank SA,Banca Popolare di Milano Scarl,Ingenico Group SA,Pharol SGPS SA,Marfin Investment Group Holdings SA,Enel SpA,Antofagasta PLC,SKF AB,Titan Cement Co SA,Banco Popolare SC,Banco BPM SpA,Unicredit SpA,Eniro AB,Siemens Gamesa Renewable Energy SA,Syngenta AG,Technicolor SA.1,Banca Popolare di Sondrio SCARL,Leonardo SpA,Faurecia SA,Assicurazioni Generali SpA,PostNL NV,Bayer AG,Genmab A/S,Nokian Renkaat OYJ,Glencore PLC,Infineon Technologies AG,KUKA AG,Suedzucker AG,Valeo SA,Atlas Copco AB,Areva SA,L'Oreal SA,GKN Ltd,Telecom Italia SpA,Intesa Sanpaolo,Alpha Bank AE,Koninklijke BAM Groep NV,Hexpol AB,Orion Oyj,Luxottica Group SpA,Altran Technologies SA,KION Group AG,Tieto OYJ,Electrolux AB,BTG PLC,Erste Group Bank AG,HUGO BOSS AG,K+S AG,Ashtead Group PLC,voestalpine AG,0.012551509379452982,95.34
80,2015-11-13,Royal Imtech NV,Kenmare Resources PLC,Eurobank Ergasias SA,Abengoa SA,Banca Popolare dell'Emilia Romagna Scrl,Ablynx NV,Piraeus Bank SA,Unione di Banche Italiane S.p.A.,Argenx SE,Nemetschek SE,Marfin Investment Group Holdings SA,Ingenico Group SA,Banca Popolare di Milano Scarl,Enel SpA,Banco BPM SpA,Banco Popolare SC,Alpha Bank AE,Unicredit SpA,Antofagasta PLC,SKF AB,PostNL NV,Titan Cement Co SA,Syngenta AG,Glencore PLC,Siemens Gamesa Renewable Energy SA,Faurecia SA,Leonardo SpA,Koninklijke BAM Groep NV,Assicurazioni Generali SpA,Banca Popolare di Sondrio SCARL,Valeo SA,Technicolor SA.1,Bayer AG,Infineon Technologies AG,Atlas Copco AB,Nokian Renkaat OYJ,Electrolux AB,KUKA AG,Hexpol AB,HUGO BOSS AG,Intesa Sanpaolo,BTG PLC,L'Oreal SA,Ashtead Group PLC,Modern Times Group MTG AB,Tieto OYJ,Suedzucker AG,Areva SA,KION Group AG,Genmab A/S,GKN Ltd,Altran Technologies SA,Bank of Greece,Erste Group Bank AG,ENI SpA,Duerr AG,K+S AG,Luxottica Group SpA,Pharol SGPS SA,EXOR NV,-0.05118065930534133,90.46
